ArabidopsisGeneID, CottonGeneID, Identity%, Similarity%
>AT1G74190.1,>GhD04G025800,25.5%,40.0%
>AT1G74190.1,>GhA05G008200,30.4%,45.2%
>AT1G74190.1,>GhA05G397500,25.8%,40.3%
>AT1G74190.1,>GhD11G221500, 9.8%,12.6%
>AT1G74190.1,>GhD09G178000,23.0%,35.3%
>AT1G74190.1,>GhA06G196800,28.7%,42.3%
>AT1G74190.1,>GhD08G020700,28.5%,43.5%
>AT1G74190.1,>GhD08G021100,28.6%,43.0%
>AT1G74190.1,>GhA07G164200,14.6%,22.1%
>AT1G74190.1,>GhD08G025300,29.4%,45.3%
>AT1G74190.1,>GhA07G194800,28.7%,43.4%
>AT1G74190.1,>GhD08G025400,29.0%,44.5%
>AT1G74190.1,>GhA08G025800,28.0%,40.1%
>AT1G74190.1,>GhD13G171600,29.1%,45.3%
>AT1G74190.1,>GhA08G245600,27.4%,41.7%
>AT1G74190.1,>GhD10G132600,33.6%,48.9%
>AT1G74190.1,>GhA09G028900, 9.3%,13.0%
>AT1G74190.1,>GhD10G132400,31.2%,45.7%
>AT1G74190.1,>GhA09G136100,22.9%,34.5%
>AT1G74190.1,>GhD03G032100, 9.8%,12.3%
>AT1G74190.1,>GhA10G027700,13.4%,20.1%
>AT1G74190.1,>GhD11G337700,28.5%,41.5%
>AT1G74190.1,>GhA10G140000,32.1%,47.8%
>AT1G74190.1,>GhD04G169800,27.2%,40.8%
>AT1G74190.1,>GhD05G346300,24.8%,37.3%
>AT1G74190.1,>GhA11G075300,21.3%,31.8%
>AT1G74190.1,>GhA11G229300, 9.9%,12.7%
>AT1G74190.1,>GhD08G236900,27.6%,42.4%
>AT1G74190.1,>GhA11G292000,26.0%,38.3%
>AT1G74190.1,>GhD05G388100,26.4%,37.7%
>AT1G74190.1,>GhA12G092200, 9.7%,12.8%
>AT1G74190.1,>GhD07G163000,14.6%,22.2%
>AT1G74190.1,>GhD07G095200,27.0%,40.4%
>AT1G74190.1,>GhD13G060700, 8.2%,13.1%
>AT1G74190.1,>GhD03G057700,28.6%,41.9%
>AT1G74190.1,>GhD13G232900,35.4%,49.6%
>AT1G74190.1,>GhD10G173100,27.2%,39.2%
>AT1G74190.1,>GhD06G069300,19.9%,29.3%
>AT1G74190.1,>GhD12G090600, 9.1%,12.3%
>AT1G74190.1,>GhD06G155600,13.7%,21.2%
>AT1G74190.1,>GhD02G148100, 7.6%,12.9%
>AT1G74190.1,>GhD02G148100, 7.6%,12.9%
>AT1G74190.1,>GhD01G245400,25.5%,38.5%
>AT1G74190.1,>GhD01G245500,24.8%,37.0%
>AT1G74190.1,>GhA11G283800,26.9%,40.4%
>AT1G74190.1,>GhD11G338300,28.1%,39.6%
>AT1G74190.1,>GhD11G338200,26.5%,38.9%
>AT1G74190.1,>GhA13G063200,26.6%,40.6%
>AT1G74190.1,>GhD09G026100, 8.5%,13.0%
>AT1G74190.1,>GhD05G013900,30.9%,43.6%
>AT1G74190.1,>GhA01G050700,25.1%,36.7%
>AT1G74190.1,>GhD02G027900,25.6%,38.8%
>AT1G74190.1,>GhD02G027800,25.5%,39.7%
>AT1G74190.1,>GhD11G075500,21.1%,32.4%
>AT1G74190.1,>GhA10G123000,26.8%,40.7%
>AT1G74190.1,>GhA01G256300,24.0%,35.0%
>AT1G74190.1,>GhD05G336900,28.0%,42.0%
>AT1G74190.1,>GhA10G135100,28.0%,42.4%
>AT1G74190.1,>GhA01G256200,25.4%,37.1%
>AT1G74190.1,>GhD04G152700,13.2%,20.6%
>AT1G74190.1,>GhA04G049100,26.9%,39.4%
>AT1G74190.1,>GhD08G020800,28.2%,41.8%
>AT1G74190.1,>GhA04G113800,26.2%,39.2%
>AT1G74190.1,>GhA04G049500,27.9%,42.1%
>AT1G74190.1,>GhD02G031400,25.6%,35.7%
>AT1G74190.1,>GhD04G152900,26.6%,38.3%
>AT1G74190.1,>GhD02G031600,33.3%,46.6%
>AT1G74190.1,>GhD05G397000,24.1%,35.5%
>AT1G74190.1,>GhA13G170200,28.5%,44.0%
>AT1G74190.1,>GhD05G396600,27.3%,41.0%
>AT1G74190.1,>GhA13G228800,29.3%,41.9%
>AT1G74190.1,>GhD01G250500,22.7%,35.2%
>AT1G74190.1,>GhD01G250400,24.6%,36.2%
>AT1G74190.1,>GhD01G248400,27.3%,40.9%
>AT1G74190.1,>GhD04G152600,26.0%,38.6%
>AT1G74190.1,>GhD10G138900,27.9%,41.6%
>AT1G74190.1,>GhD10G036800,12.9%,20.0%
>AT1G74190.1,>GhD01G046300,29.4%,43.1%
>AT1G74190.1,>GhD06G224700,26.8%,38.8%
>AT1G74190.1,>GhD02G031500,28.8%,42.2%
>AT1G74190.1,>GhD07G192700,27.8%,41.8%
>AT1G74190.1,>GhA11G356600,14.7%,25.8%
>AT1G74190.1,>GhA02G027000,26.7%,39.2%
>AT1G74190.1,>GhD10G132500,31.1%,45.7%
>AT1G74190.1,>GhA05G356600,35.4%,50.0%
>AT1G74190.1,>GhD06G224800,33.5%,47.4%
>AT1G74190.1,>GhD05G397900,28.4%,42.0%
>AT1G74190.1,>GhA01G251300,25.7%,37.9%
>AT1G74190.1,>GhA01G254200,24.7%,36.7%
>AT1G74190.1,>GhD05G395300,28.6%,42.8%
>AT1G74190.1,>GhD05G396900,28.5%,41.8%
>AT1G74190.1,>GhA08G025700,27.1%,40.6%
>AT1G74190.1,>GhD05G395000,28.5%,40.8%
>AT1G74190.1,>GhD02G045600,24.8%,39.3%
>AT1G74190.1,>GhD07G213600,28.0%,42.6%
>AT1G74190.1,>GhA11G333100,27.5%,40.4%
>AT1G74190.1,>GhA11G297300,28.4%,42.6%
>AT1G74190.1,>GhD09G061000,26.2%,39.2%
>AT1G74190.1,>GhD03G121200,27.8%,40.7%
>AT1G74190.1,>GhD05G367000,27.2%,39.5%
>AT1G74190.1,>GhD11G339300,27.9%,41.0%
>AT1G74190.1,>GhA10G097800,28.0%,43.2%
>AT1G74190.1,>GhD02G133200,24.1%,37.7%
>AT1G74190.1,>GhA13G228700,31.7%,46.2%
>AT1G74190.1,>GhA11G332000,27.2%,39.2%
>AT1G74190.1,>GhA09G067500,27.1%,39.4%
>AT1G74190.1,>GhA04G007700,27.2%,40.8%
>AT1G74190.1,>GhD12G159200,28.0%,40.3%
>AT1G74190.1,>GhA11G334000,26.9%,39.2%
>AT1G74190.1,>GhA11G283300,27.3%,41.0%
>AT1G74190.1,>GhD05G365900,28.2%,40.5%
>AT1G74190.1,>GhD05G396500,25.9%,38.1%
>AT1G74190.1,>GhD11G317300,27.8%,42.4%
>AT1G74190.1,>GhD11G339500,28.7%,41.7%
>AT1G74190.1,>GhA02G081100,27.0%,41.2%
>AT1G74190.1,>GhD01G046400,28.1%,41.6%
>AT1G74190.1,>GhA04G033800,28.3%,40.4%
>AT1G74190.1,>GhA10G123500,27.6%,40.9%
>AT1G74190.1,>GhD02G031000,32.4%,46.3%
>AT1G74190.1,>GhD05G367500,26.8%,39.3%
>AT1G74190.1,>GhD10G133200,29.6%,44.1%
>AT1G74190.1,>GhD02G031100,30.4%,43.0%
>AT1G74190.1,>GhA08G051200,31.2%,45.4%
>AT1G74190.1,>GhA05G269500,25.5%,38.0%
>AT1G74190.1,>GhA04G049200,22.8%,34.4%
>AT1G74190.1,>GhA04G007600,26.7%,39.6%
>AT1G74190.1,>GhA01G011400,22.8%,33.6%
>AT1G74190.1,>GhD01G049600,25.1%,36.2%
>AT1G74190.1,>GhD13G066900,27.3%,40.5%
>AT1G74190.1,>GhA13G229300,26.5%,37.7%
>AT1G74190.1,>GhD02G220600,22.3%,34.7%
>AT1G74190.1,>GhD05G397800,24.4%,35.2%
>AT1G74190.1,>GhD05G396100,23.3%,33.9%
>AT1G74190.1,>GhA07G032400,11.6%,18.6%
>AT1G74190.1,>GhD07G033800,11.7%,18.6%
>AT1G74190.1,>GhD02G030300,25.3%,35.4%
>AT1G74190.1,>GhD05G397600,21.5%,31.8%
>AT1G74190.1,>GhD02G131200,14.7%,24.4%
>AT1G74190.1,>GhA10G019500,14.0%,21.5%
>AT1G74190.1,>GhD09G084700,13.8%,23.2%
>AT1G74190.1,>GhD10G028400,13.7%,22.0%
>AT1G74190.1,>GhD11G147600,20.9%,30.2%
>AT1G74190.1,>GhA09G089700,13.8%,22.5%
>AT1G74190.1,>GhA03G115900,13.5%,22.0%
>AT1G74190.1,>GhA05G085800,14.3%,23.7%
>AT1G74190.1,>GhA05G396900,22.3%,33.0%
>AT1G74190.1,>GhD05G097500,10.1%,17.3%
>AT1G74190.1,>GhD04G021200,21.5%,32.0%
>AT1G74190.1,>GhD05G395100,18.6%,26.6%
>AT1G74190.1,>GhA02G024800,15.3%,23.4%
>AT1G74190.1,>GhA06G154300,13.2%,20.9%
>AT1G74190.1,>GhA05G139400,12.5%,20.8%
>AT1G74190.1,>GhA04G034300,15.4%,22.7%
>AT1G74190.1,>GhA04G008600,13.2%,19.2%
>AT1G74190.1,>GhA08G221500,15.2%,21.6%
>AT1G74190.1,>GhA04G034600,12.8%,18.7%
>AT1G74190.1,>GhA07G096900,10.5%,15.5%
>AT1G74190.1,>GhD05G155100, 9.1%,14.3%
>AT1G74190.1,>GhD10G138600,12.4%,18.3%
>AT1G74190.1,>GhA07G216400,10.0%,14.7%
>AT1G74190.1,>GhD02G030600,10.8%,15.7%
>AT1G74190.1,>GhD02G078300, 9.5%,15.1%
>AT1G74190.1,>GhD05G396200,10.0%,13.7%
>AT1G74190.1,>GhD01G010800,10.0%,14.0%
>AT1G74190.1,>GhA04G048600, 9.4%,13.6%
>AT1G74190.1,>GhA07G216700, 7.3%,11.2%
>AT1G74190.1,>GhD02G030200, 9.7%,12.5%
>AT1G74190.1,>GhA01G053700, 7.5%,10.6%
